"name","type","number","percent"
"colorspace","PROM→LGL",3,0.000446094664261721
"colorspace","PROM→REAL",3,0.000446094664261721
"colorspace","PROM→STR",3,0.000446094664261721
"colorspace","SYM→PROM→SYM→STR",2,0.000297396442841147
"colorspace","SYM→PROM→SYM→PROM→LGL",2,0.000297396442841147
"colorspace","SYM→PROM→PROM→BCODE",2,0.000297396442841147
"colorspace","PROM→NIL",2,0.000297396442841147
"colorspace","PROM→SYM→PROM→LANG",2,0.000297396442841147
"colorspace","SYM→PROM→PROM→SYM→REAL",1,0.000148698221420574
"colorspace","SYM→PROM→PROM→SYM→VEC",1,0.000148698221420574
"colorspace","SYM→PROM→PROM→STR",1,0.000148698221420574
"colorspace","SYM→PROM→PROM→SYM→...",1,0.000148698221420574
"colorspace","SYM→BUILTIN",1,0.000148698221420574
"colorspace","PROM→SYM→LGL",1,0.000148698221420574
"colorspace","PROM→SYM→REAL",1,0.000148698221420574
"colorspace","PROM→SYM→VEC",1,0.000148698221420574
"curl","BCODE",10364,57.3769584232962
"curl","STR",3040,16.8299839450811
"curl","LANG",1950,10.7955489121408
"curl","LGL",1269,7.0254110612855
"curl","REAL",335,1.8546199413165
"curl","NIL",318,1.76050489951835
"curl","INT",286,1.58334717378066
"curl","PROM→LANG",105,0.581298787576815
"curl","VEC",92,0.509328461495876
"curl","SYM",52,0.287881304323756
"curl","SYM→PROM→BCODE",39,0.215910978242817
"curl","SYM→STR",36,0.199302441454908
"curl","SYM→VEC",35,0.193766262525605
"curl","SYM→INT",33,0.182693904666999
"curl","SYM→PROM→LANG",21,0.116259757515363
"curl","PROM→BCODE",19,0.105187399656757
"curl","PROM→SYM",15,0.0830426839395449
"curl","SYM→ENV",11,0.0608979682223329
"curl","SYM→PROM→REAL",10,0.0553617892930299
"curl","SYM→PROM→SYM→...",9,0.049825610363727
"curl","PROM→LGL",5,0.027680894646515
"curl","PROM→REAL",4,0.022144715717212
"curl","SYM→PROM→SYM",3,0.016608536787909
"curl","SYM→PROM→STR",2,0.011072357858606
"curl","PROM→INT",2,0.011072357858606
"curl","PROM→SYM→PROM→STR",2,0.011072357858606
"curl","PROM→STR",2,0.011072357858606
"curl","SYM→PROM→LGL",1,0.00553617892930299
"curl","CLOS",1,0.00553617892930299
"curl","PROM→NIL",1,0.00553617892930299
"curl","PROM→CLOS",1,0.00553617892930299
"data","BCODE",54967,62.8963418122733
"data","STR",10927,12.5032897371643
"data","LANG",9452,10.8155115398258
"data","LGL",7764,8.88400672822766
"data","NIL",1128,1.29072122481206
"data","INT",766,0.876500406211024
"data","REAL",531,0.607600151041846
"data","SYM→ENV",486,0.55610861281796
"data","VEC",405,0.463423844014967
"data","SYM",203,0.232284050209971
"data","SYM→INT",143,0.163628665911457
"data","SYM→PROM→BCODE",115,0.131589486572151
"data","SYM→PROM→LANG",114,0.130445230167176
"data","PROM→SYM",106,0.121291178927374
"data","SYM→VEC",65,0.0743766663233897
"data","SYM→STR",61,0.0697996407034888
"data","PROM→BCODE",31,0.035471948554232
"data","PROM→SYM→INT",26,0.0297506665293559
"data","SYM→PROM→SYM→VEC",17,0.0194523588845789
"data","PROM→SYM→STR",15,0.0171638460746284
"data","SYM→PROM→STR",14,0.0160195896696532
"data","SYM→PROM→REAL",13,0.0148753332646779
"data","PROM→SYM→PROM→STR",13,0.0148753332646779
"data","SYM→PROM→SYM→...",9,0.010298307644777
"data","SYM→PROM→PROM→SYM",9,0.010298307644777
"data","SYM→PROM→SYM",6,0.00686553842985136
"data","ENV",3,0.00343276921492568
"data","PROM→LANG",3,0.00343276921492568
"data","PROM→REAL",1,0.00114425640497523
"DBI","BCODE",79255,62.8798337062249
"DBI","LANG",15180,12.0436045127815
"DBI","STR",14851,11.7825804097047
"DBI","LGL",11571,9.18027324225258
"DBI","NIL",1176,0.93302232589137
"DBI","SYM",698,0.553783659415116
"DBI","INT",635,0.503800320528078
"DBI","SYM→STR",499,0.3958997794386
"DBI","SYM→ENV",498,0.39510639310706
"DBI","REAL",347,0.275305057044477
"DBI","PROM→SYM",241,0.191206105901208
"DBI","SYM→PROM→BCODE",208,0.165024356960378
"DBI","PROM→BCODE",121,0.0959997461163739
"DBI","SYM→S4",117,0.0928262007902128
"DBI","SYM→VEC",95,0.0753717014963266
"DBI","VEC",92,0.0729915425017058
"DBI","CLOS",72,0.0571238158709002
"DBI","SYM→INT",70,0.0555370432078196
"DBI","PROM→LANG",60,0.0476031798924168
"DBI","SYM→CLOS",50,0.039669316577014
"DBI","SYM→PROM→LANG",49,0.0388759302454737
"DBI","ENV",34,0.0269751352723695
"DBI","PROM→PROM→BCODE",30,0.0238015899462084
"DBI","SYM→LGL",25,0.019834658288507
"DBI","SYM→PROM→REAL",21,0.0166611129623459
"DBI","SYM→PROM→SYM→...",11,0.00872724964694308
"DBI","SYM→PROM→SYM",8,0.00634709065232224
"DBI","SYM→NIL",6,0.00476031798924168
"DBI","SYM→REAL",6,0.00476031798924168
"DBI","SYM→PROM→STR",5,0.0039669316577014
"DBI","PROM→SYM→PROM→STR",5,0.0039669316577014
"DBI","SYM→EXTPTR",3,0.00238015899462084
"DBI","PROM→LGL",3,0.00238015899462084
"digest","BCODE",25126,47.9174612861393
"digest","LANG",9763,18.6188877870166
"digest","LGL",5237,9.98741322755359
"digest","STR",4548,8.67343046761767
"digest","REAL",2353,4.4873750858189
"digest","NIL",1654,3.15432145853993
"digest","PROM→LANG",1458,2.78053245861622
"digest","INT",1387,2.64512930048059
"digest","SYM→PROM→BCODE",293,0.55877641315127
"digest","SYM→VEC",178,0.339461438706232
"digest","SYM→INT",101,0.192615760164772
"digest","VEC",82,0.156381112212983
"digest","SYM",46,0.0877259897780151
"digest","SYM→STR",34,0.064840948966359
"digest","PROM→SYM",25,0.0476771683576169
"digest","SYM→PROM→LANG",23,0.0438629948890076
"digest","SYM→PROM→SYM→...",20,0.0381417346860935
"digest","PROM→SYM→INT",20,0.0381417346860935
"digest","PROM→SYM→STR",20,0.0381417346860935
"digest","PROM→PROM→LANG",15,0.0286063010145701
"digest","SYM→PROM→VEC",12,0.0228850408116561
"digest","SYM→PROM→REAL",9,0.0171637806087421
"digest","SYM→PROM→STR",9,0.0171637806087421
"digest","PROM→SYM→PROM→STR",9,0.0171637806087421
"digest","SYM→PROM→PROM→LANG",3,0.00572126020291403
"digest","PROM→INT",3,0.00572126020291403
"digest","SYM→PROM→SYM",2,0.00381417346860935
"digest","SYM→PROM→LGL",2,0.00381417346860935
"digest","SYM→PROM→SYM→PROM→BCODE",2,0.00381417346860935
"digest","SYM→ENV",1,0.00190708673430468
"digest","PROM→BCODE",1,0.00190708673430468
"dplyr","BCODE",551538,65.1854495772397
"dplyr","LANG",77664,9.17899175753393
"dplyr","NIL",54427,6.43264555504866
"dplyr","LGL",39545,4.67376428012566
"dplyr","STR",26245,3.10185721410793
"dplyr","INT",25016,2.95660354612779
"dplyr","REAL",24497,2.89526371400274
"dplyr","CLOS",15548,1.83759481672509
"dplyr","SYM→PROM→BCODE",10480,1.23861549262149
"dplyr","ENV",7902,0.933925536516701
"dplyr","SYM→STR",2826,0.334000704403467
"dplyr","PROM→BCODE",2253,0.26627869321338
"dplyr","SYM→INT",1754,0.207302631112414
"dplyr","SYM",1045,0.123506983758536
"dplyr","PROM→PROM→BCODE",939,0.110979002630876
"dplyr","VEC",928,0.109678929117628
"dplyr","PROM→PROM→PROM→BCODE",527,0.0622853401346876
"dplyr","PROM→PROM→VEC",396,0.046802646476919
"dplyr","PROM→SYM",378,0.0446752534552408
"dplyr","PROM→PROM→PROM→PROM→BCODE",319,0.0377021318841847
"dplyr","SYM→VEC",269,0.0317927068239677
"dplyr","SYM→PROM→LANG",220,0.026001470264955
"dplyr","PROM→LANG",200,0.0236377002408682
"dplyr","PROM→STR",196,0.0231649462360508
"dplyr","PROM→PROM→STR",173,0.020446610708351
"dplyr","PROM→PROM→PROM→STR",172,0.0203284222071466
"dplyr","SYM→ENV",106,0.0125279811276601
"dplyr","SYM→LGL",78,0.00921870309393858
"dplyr","SYM→PROM→SYM→PROM→BCODE",51,0.00602761356142138
"dplyr","SYM→PROM→SYM→...",48,0.00567304805780836
"dplyr","SYM→PROM→REAL",42,0.00496391705058231
"dplyr","SYM→PROM→SYM→LGL",40,0.00472754004817363
"dplyr","PROM→VEC",40,0.00472754004817363
"dplyr","SYM→PROM→SYM→VEC",24,0.00283652402890418
"dplyr","SYM→PROM→STR",21,0.00248195852529116
"dplyr","SYM→PROM→SYM→PROM→SYM→...",20,0.00236377002408682
"dplyr","SYM→NIL",18,0.00212739302167813
"dplyr","PROM→SYM→PROM→SYM→...",16,0.00189101601926945
"dplyr","PROM→SYM→PROM→STR",14,0.00165463901686077
"dplyr","PROM→PROM→SYM",14,0.00165463901686077
"dplyr","SYM→PROM→LGL",13,0.00153645051565643
"dplyr","PROM→REAL",11,0.00130007351324775
"dplyr","PROM→PROM→REAL",11,0.00130007351324775
"dplyr","PROM→PROM→PROM→REAL",10,0.00118188501204341
"dplyr","SYM→PROM→SYM",9,0.00106369651083907
"dplyr","SYM→LANG",7,0.000827319508430386
"dplyr","PROM→PROM→PROM→SYM",5,0.000590942506021704
"dplyr","SYM→PROM→NIL",4,0.000472754004817363
"dplyr","SYM→PROM→INT",4,0.000472754004817363
"dplyr","SYM→PROM→PROM→SYM",4,0.000472754004817363
"dplyr","PROM→LGL",4,0.000472754004817363
"dplyr","PROM→SYM→PROM→INT",4,0.000472754004817363
"dplyr","SYM→SYM",3,0.000354565503613022
"dplyr","SYM→PROM→VEC",3,0.000354565503613022
"dplyr","PROM→SYM→INT",3,0.000354565503613022
"dplyr","PROM→PROM→PROM→PROM→PROM→BCODE",3,0.000354565503613022
"dplyr","PROM→PROM→LANG",3,0.000354565503613022
"dplyr","SYM→REAL",2,0.000236377002408682
"dplyr","SYM→SYM→BUILTIN",2,0.000236377002408682
"dplyr","SYM→CLOS",2,0.000236377002408682
"dplyr","SYM→PROM→PROM→LANG",2,0.000236377002408682
"dplyr","SYM→BUILTIN",2,0.000236377002408682
"dplyr","PROM→PROM→PROM→PROM→SYM",2,0.000236377002408682
"dplyr","SYM→PROM→SYM→INT",1,0.000118188501204341
"dplyr","PROM→NIL",1,0.000118188501204341
"dplyr","PROM→PROM→PROM→PROM→PROM→SYM",1,0.000118188501204341
"dplyr","PROM→PROM→PROM→LANG",1,0.000118188501204341
"foreach","BCODE",382559,42.7837466966535
"foreach","STR",121772,13.6184546769123
"foreach","LANG",94370,10.5539333168562
"foreach","LGL",51783,5.79118712458159
"foreach","SYM",46842,5.23860701947842
"foreach","SYM→PROM→BCODE",44050,4.92636179514163
"foreach","REAL",36925,4.12953256039966
"foreach","INT",36314,4.06120095865547
"foreach","SYM→VEC",34351,3.84166751475392
"foreach","NIL",25674,2.87126930144078
"foreach","PROM→SYM",15566,1.74083422708683
"foreach","SYM→PROM→LANG",2883,0.32242227140507
"foreach","VEC",313,0.0350045684876125
"foreach","PROM→LANG",130,0.0145386386689764
"foreach","SYM→PROM→REAL",108,0.0120782536634574
"foreach","SYM→STR",100,0.011183568206905
"foreach","PROM→LGL",100,0.011183568206905
"foreach","SYM→INT",85,0.00950603297586921
"foreach","SYM→REAL",55,0.00615096251379773
"foreach","SYM→ENV",30,0.00335507046207149
"foreach","PROM→SYM→INT",24,0.00268405636965719
"foreach","SYM→PROM→STR",21,0.00234854932345004
"foreach","PROM→SYM→PROM→STR",20,0.00223671364138099
"foreach","SYM→PROM→SYM",19,0.00212487795931194
"foreach","PROM→REAL",18,0.00201304227724289
"foreach","SYM→PROM→SYM→PROM→SYM",16,0.00178937091310479
"foreach","PROM→BCODE",13,0.00145386386689764
"foreach","PROM→NIL",12,0.0013420281848286
"foreach","SYM→PROM→SYM→...",11,0.00123019250275955
"foreach","PROM→STR",3,0.000335507046207149
"foreach","SYM→NIL",2,0.000223671364138099
"forecast","BCODE",507145,63.910399798368
"forecast","REAL",62432,7.8676790271258
"forecast","LANG",52134,6.56992533316531
"forecast","STR",47464,5.98141205381053
"forecast","LGL",40244,5.07154784033269
"forecast","NIL",27605,3.47878138684982
"forecast","PROM→BCODE",13530,1.7050502504647
"forecast","INT",7666,0.96606912195583
"forecast","SYM",4850,0.611196874704641
"forecast","SYM→REAL",4664,0.587757159509782
"forecast","SYM→PROM→LANG",4659,0.587127059638953
"forecast","PROM→SYM",3494,0.440313789735673
"forecast","SYM→PROM→SYM→REAL",3306,0.416622034592483
"forecast","SYM→PROM→BCODE",3218,0.405532276865883
"forecast","SYM→VEC",3008,0.379068082291043
"forecast","VEC",1446,0.182224882643899
"forecast","SYM→PROM→SYM→...",1143,0.14404083047163
"forecast","SYM→INT",886,0.111653697110992
"forecast","SYM→PROM→REAL",874,0.110141457421001
"forecast","PROM→LANG",828,0.10434453860937
"forecast","SYM→STR",630,0.0793925837245203
"forecast","SYM→ENV",556,0.0700671056362433
"forecast","SYM→PROM→STR",286,0.0360417126114489
"forecast","PROM→SYM→PROM→STR",286,0.0360417126114489
"forecast","PROM→SYM→STR",246,0.0310009136448127
"forecast","SYM→PROM→VEC",189,0.0238177751173561
"forecast","PROM→SYM→INT",128,0.0161305566932359
"forecast","CLOS",117,0.0147443369774109
"forecast","SYM→PROM→SYM",104,0.0131060773132542
"forecast","PROM→INT",66,0.00831731829494975
"forecast","SYM→PROM→SYM→PROM→BCODE",63,0.00793925837245203
"forecast","ENV",43,0.00541885888913393
"forecast","SYM→S4",40,0.00504079896663621
"forecast","PROM→PROM→BCODE",30,0.00378059922497716
"forecast","SYM→PROM→PROM→LANG",29,0.00365457925081125
"forecast","SYM→PROM→SYM→INT",28,0.00352855927664535
"forecast","SYM→LGL",25,0.00315049935414763
"forecast","SYM→CLOS",18,0.0022683595349863
"forecast","SYM→PROM→SYM→LGL",18,0.0022683595349863
"forecast","PROM→REAL",18,0.0022683595349863
"forecast","PROM→NIL",5,0.000630099870829527
"forecast","SYM→PROM→LGL",4,0.000504079896663621
"Formula","BCODE",17924,61.9157829285986
"Formula","LANG",2269,7.83792186258593
"Formula","STR",1942,6.70834916577429
"Formula","INT",1485,5.12971087084183
"Formula","LGL",1415,4.88790631800753
"Formula","REAL",1399,4.83263670593112
"Formula","NIL",1126,3.88959894987737
"Formula","SYM",584,2.01734084078897
"Formula","PROM→SYM",239,0.825589830391378
"Formula","SYM→PROM→BCODE",116,0.400704687553974
"Formula","VEC",97,0.335072023213237
"Formula","SYM→LANG",56,0.193443642267436
"Formula","SYM→VEC",48,0.165808836229231
"Formula","SYM→INT",43,0.148537082455353
"Formula","PROM→LANG",31,0.107084873398045
"Formula","SYM→STR",28,0.0967218211337179
"Formula","SYM→PROM→LANG",24,0.0829044181146154
"Formula","SYM→PROM→VEC",23,0.0794500673598397
"Formula","PROM→SYM→INT",19,0.0656326643407372
"Formula","PROM→BCODE",11,0.037997858302532
"Formula","SYM→REAL",9,0.0310891567929808
"Formula","SYM→PROM→SYM→INT",8,0.0276348060382051
"Formula","SYM→ENV",7,0.0241804552834295
"Formula","SYM→PROM→LGL",7,0.0241804552834295
"Formula","SYM→PROM→REAL",6,0.0207261045286538
"Formula","PROM→SYM→STR",6,0.0207261045286538
"Formula","SYM→PROM→SYM→...",5,0.0172717537738782
"Formula","PROM→NIL",5,0.0172717537738782
"Formula","SYM→PROM→SYM→REAL",3,0.0103630522643269
"Formula","SYM→PROM→STR",3,0.0103630522643269
"Formula","PROM→SYM→REAL",3,0.0103630522643269
"Formula","PROM→SYM→PROM→STR",3,0.0103630522643269
"Formula","PROM→INT",2,0.00690870150955128
"Formula","SYM→LGL",1,0.00345435075477564
"Formula","SYM→PROM→SYM",1,0.00345435075477564
"Formula","PROM→LGL",1,0.00345435075477564
"gdata","BCODE",11004,55.9943008345207
"gdata","STR",2890,14.7058823529412
"gdata","LGL",2113,10.7520863016487
"gdata","LANG",1787,9.09322206391207
"gdata","NIL",402,2.04559332383472
"gdata","INT",313,1.59271320985141
"gdata","REAL",247,1.25686952981885
"gdata","SYM",202,1.02788520252392
"gdata","SYM→INT",133,0.676775900671687
"gdata","PROM→SYM",121,0.615713413393039
"gdata","VEC",108,0.549562385507836
"gdata","SYM→PROM→BCODE",102,0.519031141868512
"gdata","PROM→LANG",95,0.483411357622634
"gdata","SYM→VEC",27,0.137390596376959
"gdata","SYM→PROM→LANG",25,0.127213515163851
"gdata","SYM→STR",23,0.117036433950743
"gdata","PROM→BCODE",23,0.117036433950743
"gdata","SYM→PROM→REAL",13,0.0661510278852025
"gdata","SYM→PROM→LGL",7,0.0356197842458783
"gdata","SYM→PROM→STR",6,0.0305312436393242
"gdata","PROM→INT",6,0.0305312436393242
"gdata","SYM→ENV",2,0.0101770812131081
"gdata","PROM→SYM→PROM→STR",2,0.0101770812131081
"gdata","SYM→PROM→SYM→...",1,0.00508854060655404
"ggplot2","BCODE",90114,60.5869499445322
"ggplot2","STR",22682,15.2499411705382
"ggplot2","LANG",13230,8.89501462332336
"ggplot2","LGL",12263,8.24486502840623
"ggplot2","NIL",2804,1.88523212424782
"ggplot2","INT",1436,0.965475510135476
"ggplot2","SYM→PROM→BCODE",1425,0.958079806367029
"ggplot2","REAL",1062,0.71402158200827
"ggplot2","VEC",798,0.536524691565536
"ggplot2","SYM",774,0.520388610616197
"ggplot2","SYM→PROM→LANG",336,0.225905133290752
"ggplot2","SYM→ENV",274,0.184220257504958
"ggplot2","PROM→LANG",243,0.163377819612062
"ggplot2","PROM→BCODE",229,0.153965105724947
"ggplot2","SYM→INT",220,0.147914075368945
"ggplot2","PROM→SYM",194,0.13043332100716
"ggplot2","SYM→VEC",167,0.112280229939154
"ggplot2","PROM→LGL",140,0.0941271388711467
"ggplot2","SYM→SYM→PROM→LANG",120,0.0806804047466971
"ggplot2","SYM→STR",112,0.0753017110969173
"ggplot2","SYM→PROM→REAL",32,0.0215147745991192
"ggplot2","ENV",25,0.0168084176555619
"ggplot2","SYM→PROM→STR",11,0.00739570376844724
"ggplot2","PROM→SYM→PROM→STR",11,0.00739570376844724
"ggplot2","SYM→PROM→SYM→...",10,0.00672336706222476
"ggplot2","CLOS",10,0.00672336706222476
"ggplot2","SYM→PROM→SYM",5,0.00336168353111238
"ggplot2","SYM→PROM→PROM→BCODE",4,0.0026893468248899
"ggplot2","SYM→CLOS",2,0.00134467341244495
"ggplot2","SYM→PROM→SYM→VEC",2,0.00134467341244495
"gridExtra","BCODE",1092961,55.1799850559393
"gridExtra","STR",178551,9.01444929116685
"gridExtra","LGL",178214,8.99743527606123
"gridExtra","LANG",152625,7.70553132194354
"gridExtra","SYM→PROM→BCODE",51156,2.58269720101781
"gridExtra","VEC",45347,2.28942000888566
"gridExtra","SYM",43347,2.18844662546953
"gridExtra","REAL",40158,2.0274445656125
"gridExtra","INT",39872,2.013005371784
"gridExtra","SYM→VEC",36591,1.84735853628983
"gridExtra","NIL",36274,1.83135425501838
"gridExtra","PROM→SYM",18090,0.913304252998909
"gridExtra","SYM→PROM→VEC",14666,0.740437820590492
"gridExtra","SYM→PROM→LANG",12229,0.617401752897936
"gridExtra","PROM→LANG",10973,0.553990468112606
"gridExtra","SYM→INT",5648,0.285148834767155
"gridExtra","SYM→PROM→SYM→PROM→LANG",4465,0.225423078476514
"gridExtra","PROM→BCODE",3471,0.175239306918696
"gridExtra","SYM→PROM→STR",2594,0.130962478290723
"gridExtra","PROM→SYM→PROM→STR",2591,0.130811018215598
"gridExtra","SYM→PROM→SYM",2067,0.104355991760572
"gridExtra","SYM→STR",1544,0.0779514519972535
"gridExtra","SYM→LGL",1433,0.0723474292176582
"gridExtra","PROM→SYM→INT",1414,0.071388182075205
"gridExtra","PROM→REAL",716,0.0361484712629751
"gridExtra","SYM→PROM→SYM→VEC",690,0.0348358172785654
"gridExtra","SYM→PROM→REAL",419,0.0211539238256796
"gridExtra","SYM→ENV",394,0.0198917565329779
"gridExtra","SYM→REAL",360,0.0181752090149037
"gridExtra","SYM→PROM→PROM→BCODE",306,0.0154489276626681
"gridExtra","PROM→VEC",299,0.0150955208207117
"gridExtra","SYM→PROM→SYM→PROM→BCODE",264,0.0133284866109294
"gridExtra","PROM→SYM→PROM→LANG",156,0.00787592390645826
"gridExtra","SYM→BUILTIN",154,0.00777495052304213
"gridExtra","SYM→PROM→SYM→PROM→PROM→BCODE",120,0.00605840300496789
"gridExtra","CLOS",118,0.00595742962155176
"gridExtra","SYM→PROM→INT",86,0.00434185548689366
"gridExtra","SYM→PROM→SYM→...",81,0.00408942202835333
"gridExtra","SYM→PROM→PROM→SYM→PROM→LANG",60,0.00302920150248395
"gridExtra","PROM→PROM→BCODE",32,0.0016155741346581
"gridExtra","SYM→PROM→SYM→REAL",24,0.00121168060099358
"gridExtra","PROM→NIL",24,0.00121168060099358
"gridExtra","SYM→NIL",22,0.00111070721757745
"gridExtra","ENV",18,0.000908760450745184
"gridExtra","SYM→PROM→PROM→SYM",12,0.000605840300496789
"gridExtra","SYM→PROM→PROM→SYM→...",12,0.000605840300496789
"gridExtra","SYM→PROM→PROM→LANG",12,0.000605840300496789
"gridExtra","PROM→LGL",12,0.000605840300496789
"gridExtra","PROM→SYM→VEC",12,0.000605840300496789
"gridExtra","PROM→SYM→PROM→BCODE",12,0.000605840300496789
"gridExtra","PROM→SYM→PROM→PROM→BCODE",12,0.000605840300496789
"gridExtra","PROM→STR",4,0.000201946766832263
"gridExtra","SYM→PROM→LGL",3,0.000151460075124197
